"API","LATERAL_LENGTH_BLEND","PROP_PER_FOOT","WATER_PER_FOOT","OIL_CUM_3MOS","OIL_CUM_6MOS","OIL_CUM_12MOS","GOR_30","GOR_60","GOR_90","BasinName","StateName","CountyName","LatWGS84","LonWGS84","BottomHoleLatitude","BottomHoleLongitude","CongMeridianName","formation_alias","operator_alias","OIL_CUM_3MOS_NEIGH","OIL_CUM_6MOS_NEIGH","OIL_CUM_12MOS_NEIGH","case","neighbors_count","GOR_30_NEIGH","GOR_60_NEIGH","GOR_90_NEIGH","WATER_PER_FOOT_NEIGH","PROP_PER_FOOT_NEIGH","neigh_count","my_qi","my_di","my_b","my_EUR","p10rawcurve_seg1","p10rawcurve_seg2","p10rawcurve_seg3","p10rawcurve_seg4","p50rawcurve_seg1","p50rawcurve_seg2","p50rawcurve_seg3","p50rawcurve_seg4","p90rawcurve_seg1","p90rawcurve_seg2","p90rawcurve_seg3","p90rawcurve_seg4","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12","my_rawcurve_seg1","my_rawcurve_seg2","my_rawcurve_seg3","my_rawcurve_seg4"
"05123362470000",9491,498.5051,667.3042,22138,46888,80405,2614.0864995958,2597.49607177252,2531.15121851739,"DENVER BASIN","COLORADO","WELD",40.088452035,-104.628188995,40.11565,-104.6272,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",18860.7,36449.7,55293.5,3,10,2350.65799254051,2378.8575785963,2504.98870491043,809.39889,620.20843,9,371.618677855038,0.851305906795743,1.1,327.142984716875,2563.14666666667,903.5,554.206666666667,1474.95333333333,1947.63333333333,567.466666666667,282.4,861.1,1417.20666666667,375.546666666667,117.673333333333,500.053333333333,329.866666666667,327.766666666667,323.066666666667,286,215.933333333333,205.066666666667,204.833333333333,198.066666666667,184.933333333333,176.6,147.733333333333,144.666666666667,3105.53333333333,1330.43333333333,831.566666666667,2114.56666666667
"05123357920000",3964,498.5606,794.9868,19442,31114,45464,4568.10126582278,4981.53846153846,5453.40804003699,"DENVER BASIN","COLORADO","WELD",40.173873934,-104.641671194,40.16181,-104.6439,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",14973.5238095238,25037.8095238095,36959.380952381,3,21,4000.01702969181,4382.8813459325,4678.5927302759,812.242133333333,547.407961904762,21,260.28895072864,0.980047364237704,1.1,125.928250544831,1754.46666666667,616.533333333333,435.233333333333,1073.3,1451.86666666667,467.166666666667,308.433333333333,787.4,970.133333333333,230.4,125.066666666667,355.466666666667,263.333333333333,202.5,146.933333333333,129.933333333333,112.2,102.9,91.3666666666667,84.0666666666667,82.0333333333333,62.6,55.3666666666667,45,1658.73333333333,567.7,393.2,1030.46666666667
"05123360150000",10760,588.8499,434.2048,35148,53759,76603,2577.36368909513,2341.26690508488,2336.98586628553,"DENVER BASIN","COLORADO","WELD",40.379079953,-104.33123001,40.40588,-104.33115,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","BONANZA CREEK",21707.2857142857,36024.9285714286,50829.8571428571,3,14,1890.07175381171,1901.02908161641,1887.71626709964,557.265457142857,886.738321428571,14,470.546551804811,0.995708133694063,1.1,183.209866262969,2849.93333333333,781.436666666667,443.663333333333,1302.78333333333,1698.63333333333,463.983333333333,249.066666666667,758.233333333333,981.996666666667,277.623333333333,99.7033333333333,384.926666666667,459.733333333333,351.166666666667,238.6,207.866666666667,173.9,154.566666666667,105.766666666667,116.966666666667,136.466666666667,130.166666666667,117.533333333333,101.766666666667,2632.43333333333,698.033333333333,309.533333333333,890.733333333333
"05123356480000",4104,956.3391,747.462,20755,32925,49485,2162.26833199033,2162.26833199033,2040.96228868661,"DENVER BASIN","COLORADO","WELD",40.482860048,-104.374640003,40.48257,-104.35716,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",19885.9411764706,31158.8235294118,48887.8235294118,2,17,2301.38602169327,2349.739734087,2368.03869968463,753.072411764706,979.114847058823,17,251.974138578335,0.966795798823514,1.1,136.463870188861,2274.62,893.353333333333,590.973333333333,1432.3,1769.66666666667,669.966666666667,445.666666666667,1077.48333333333,1227.06,446.253333333333,170.453333333333,589.956666666667,330.933333333333,0,181.733333333333,223.933333333333,139.5,124.1,89.7666666666667,105.6,46.4,46.6333333333333,63.9333333333333,103.866666666667,1711.76666666667,628.266666666667,407.766666666667,991.2
"05123356430000",4022,963.5837,746.5953,11530,27962,41981,2600.87463556851,2359.43002211121,2451.13193768257,"DENVER BASIN","COLORADO","WELD",40.504050047,-104.354959957,40.50259,-104.33843,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",13962.5625,28609.0625,43207.125,2,16,1938.9703563066,2042.72507162191,1900.70526411223,746.96333125,913.5753425,16,230.020389120109,0.983368338161272,1.1,105.332274689164,2271.11666666667,818.75,475.366666666667,1201.03333333333,1801.95,578.3,296.166666666667,791,947.25,364.083333333333,143.866666666667,451.766666666667,228.666666666667,178.366666666667,140.7,128.933333333333,104.033333333333,75.7,0,74.0666666666667,84.5666666666667,71.2,69.3,57.1,1397.83333333333,437,316.833333333333,696.833333333333
"05123358320000",4771,348.0083,555.5479,14712,25034,36212,4357.8209434789,5024.19490810993,5390.18631955079,"DENVER BASIN","COLORADO","WELD",40.146796968,-104.655837948,40.16043,-104.65278,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",17774.5,28802.5,41962.2,1,10,3972.17399441502,4254.32370912936,4573.62455536119,777.97841,573.01084,10,226.078015326317,0.985670080377767,1.1,100.119068647503,1938.80333333333,708.446666666667,438.096666666667,1236.25,1635.68333333333,514.833333333333,303.766666666667,876.05,1198.96,383.39,178.556666666667,603.276666666667,228.233333333333,167.166666666667,127,114.3,102.766666666667,89.8666666666667,76.3666666666667,61.8333333333333,58.5333333333333,52.9333333333333,33.0666666666667,47.1,1369.96666666667,445.633333333333,353.5,859.266666666667
"05123348740000",3933,886.1335,628.6958,11953,19547,26782,2508.0659457543,3184.2406221409,3659.29710208755,"DENVER BASIN","COLORADO","WELD",40.508280024,-104.427529971,40.49502,-104.42699,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","PDC",27519.2941176471,48663.5882352941,75604.7647058823,6,17,1946.09897490865,1828.33655238868,1817.17742763413,645.841098235294,859.402407647059,15,183.533359352157,0.999395575278047,1.1,46.0303192818284,5468.32,1927.42,1298.9,3413.32666666667,3343.13333333333,880.133333333333,539.233333333333,1497.76666666667,1283.22,230.606666666667,66.7066666666667,315.74,188.033333333333,103.433333333333,86.9666666666667,62.7333333333333,45.2666666666667,48.8333333333333,32.4,43.5,41.0666666666667,30.1,32.1333333333333,27.1,822.333333333333,261.333333333333,163.666666666667,432.633333333333
"05123362120000",4276,518.1599,774.9208,16967,34207,56011,2574.40860215054,2778.25134671166,2935.20972695528,"DENVER BASIN","COLORADO","WELD",40.118180044,-104.693209985,40.12995,-104.68873,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",19923.9,35893.7,56208.9,3,10,2819.34271352713,2878.06547870617,2992.7486723957,1043.49873,860.52516,10,327.177389297286,0.968546406221487,1.1,179.391497599475,2521.10666666667,844.626666666667,543.973333333333,1343.94333333333,2089.95,708.75,424.533333333333,1091.1,1611.67666666667,571.896666666667,267.09,803.803333333333,310,253.1,229.2,184.766666666667,160.7,153.033333333333,121.3,126.133333333333,116.2,111.2,98.9333333333333,93.6333333333333,2207.33333333333,893.733333333333,239.1,1073.56666666667
"05123339500000",3778,707.8929,637.5952,17324,32499,51038,2176.59906396256,2383.60539389638,2400.82716586852,"DENVER BASIN","COLORADO","WELD",40.117373216,-104.627487255,40.13,-104.62991,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",18261.4666666667,34790.9333333333,55533.5333333333,3,15,2404.97215142158,2442.12315266284,2588.65018683241,822.900906666667,614.698193333333,15,320.563306461829,0.977666850048751,1.1,162.443572388297,3582.32666666667,1281.7,700.686666666667,1837.30666666667,2043.46666666667,645.9,327.533333333333,896.566666666667,1430.82,372.533333333333,83.2733333333334,410.153333333333,320.5,243.1,202.066666666667,158.8,144.966666666667,118.333333333333,120.866666666667,115.4,70.8333333333333,99.5666666666667,92.9666666666667,77.3666666666667,2247.06666666667,800.433333333333,377.133333333333,1071.53333333333
"05123358310000",4695,459.7409,794.9158,17541,34240,56012,3587.03939008894,3348.28225961231,3571.91387779461,"DENVER BASIN","COLORADO","WELD",40.146797968,-104.655944953,40.16042,-104.65527,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",13126.8571428571,23872.9285714286,38207.9285714286,3,14,3859.3756604878,3939.43393674818,4042.25043412973,653.233057142857,466.368,13,274.864158820391,0.865572917516008,1.1,228.793838069915,2066.44,1097.91333333333,782.886666666667,1917.40666666667,1450.83333333333,692.6,505.3,1222.16666666667,1123.08666666667,485.153333333333,340.9,843.32,262.333333333333,258.7,205.066666666667,192.433333333333,159.133333333333,157.4,144.066666666667,121.5,117,102.866666666667,82.9,102.5,2335.96666666667,990.7,717.133333333333,1817.33333333333
"05123353370000",3971,968.2731,758.013,9109,21119,34467,3390.53840063341,3365.72130644005,3266.80872951723,"DENVER BASIN","COLORADO","WELD",40.473450032,-104.393649986,40.47329,-104.37676,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",13824.4090909091,25039.2727272727,37604.1818181818,1,22,2240.40714704306,2679.12280436456,2750.71017813112,759.431027272727,953.304086363636,22,188.880630171248,0.979523282256707,1.1,87.7514482339772,1877.85666666667,680.9,472.53,1127.40333333333,1494.7,486.516666666667,277.683333333333,736.1,891.183333333333,170.31,97.4333333333333,242.766666666667,168.4,157.166666666667,128.066666666667,115.1,96.1666666666667,86.7666666666667,25.7,104.533333333333,78.2666666666667,53.5,52.4,34,1333.33333333333,243.5,195.5,478.2
"05123359130000",6709,558.2166,802.7854,24365,46615,75725,3414.91237166857,3561.67278389501,3583.74489597511,"DENVER BASIN","COLORADO","WELD",40.153646001,-104.685652989,40.17322,-104.68273,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",19911.2727272727,37329.2727272727,59712.2727272727,2,11,3656.66810177513,3813.31294356979,4129.50917952625,790.876445454545,486.032036363636,11,339.178611963842,0.86976738522609,1.1,282.470207117456,3308.06666666667,1310.43333333333,943.066666666667,2413.16666666667,2572.63333333333,903.866666666667,485.466666666667,1501.13333333333,1326.5,420.833333333333,166.4,630.633333333333,321.433333333333,277.966666666667,257.766666666667,255.2,228.7,205.533333333333,176.1,163.8,156.966666666667,128.366666666667,139.566666666667,111.166666666667,2856.26666666667,1118.73333333333,811.9,1967.83333333333
"05123344230000",3611,1024.468,770.5327,11013,13789,23442,4790.62133645955,4554.97582081955,4488.60437664578,"DENVER BASIN","COLORADO","WELD",40.461789981,-104.39353996,40.46152,-104.37674,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",13255.3333333333,21915.2777777778,33307.0555555556,1,18,2962.2076383077,2878.38003473476,2878.25969002993,719.541855555556,899.089388888889,18,140.90377135059,0.968248788245082,1.1,68.8320389811298,1956.11333333333,766.043333333333,451.076666666667,1192.71333333333,1429.63333333333,444,270.25,693.533333333333,657.46,149.963333333333,104.956666666667,238.333333333333,142.166666666667,119.766666666667,105.166666666667,92.5333333333333,0,0,66.0333333333333,5.4,76.8,64.9666666666667,55.3333333333333,53.2333333333333,956.733333333333,380.533333333333,261.766666666667,657.5
"05123356000000",4094,985.9195,597.7486,23561,40581,62187,2212.87527705017,2366.12153762597,2213.30575372536,"DENVER BASIN","COLORADO","WELD",40.405469995,-104.342730035,40.39404,-104.34088,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","BONANZA CREEK",25881.5,44754.7,67807.2,6,10,1902.76410402461,1792.91198148926,1849.64794306991,587.26984,995.06646,8,323.3153411219,0.966434713000364,1.1,179.838419007691,2798.73666666667,764.356666666667,503.106666666667,1228.92,2034.31666666667,606.716666666667,383.183333333333,949.666666666667,1625.67,371.743333333333,246.22,590.5,330.866666666667,221.5,237.266666666667,170.5,159.566666666667,152.3,82,158.433333333333,125.4,120.5,81.5666666666667,87.7666666666667,2162.06666666667,992.6,515.033333333333,1533.26666666667
"05123357840000",3794,468.6487,756.884,19049,31201,45440,3552.15274218349,3857.20353982301,4185.47621558907,"DENVER BASIN","COLORADO","WELD",40.173970975,-104.654970002,40.16158,-104.65379,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",14144.875,23580.4583333333,34920.5833333333,3,24,4519.86404303772,4862.81982636101,5133.98548774574,680.2288625,488.715875,24,269.142923268543,0.987624015866856,1.1,118.590052495242,1739.42333333333,603.863333333333,436.27,971.31,1383.68333333333,469.283333333333,318.25,730.966666666667,728.436666666667,241.316666666667,100.326666666667,302.416666666667,260.133333333333,210.7,161.233333333333,136.866666666667,106.966666666667,103.766666666667,88.5,78.3,73.8,68.4333333333333,61.8333333333333,57.9,1662.13333333333,523.233333333333,305.866666666667,889.733333333333
"05123354210000",6881,949.5334,675.076,6044,30852,64240,4264.03146886693,4439.90345054583,4718.55852950661,"DENVER BASIN","COLORADO","WELD",40.153535049,-104.778519022,40.17355,-104.77769,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","CRESTONE PEAK",15624.4,32929.9,52878.3,3,10,3735.00933896773,3994.82307323099,4204.34246930074,774.36644,689.66801,10,347.605494337404,0.933468454174886,1.1,232.587792124166,2816.22,982.4,599.973333333333,1460.33,1914.16666666667,592.816666666667,352.116666666667,865.533333333333,1506.92,374.273333333333,236.746666666667,555.406666666667,347.433333333333,260.2,219.3,229.566666666667,217.266666666667,165.433333333333,180.233333333333,165.433333333333,155,134.433333333333,118.833333333333,126.633333333333,2671.06666666667,885.1,521.1,1357.2
"05123356460000",4105,827.0156,635.8515,17306,26890,46195,3286.0310421286,3286.0310421286,2681.08711839166,"DENVER BASIN","COLORADO","WELD",40.490949993,-104.374569952,40.4879,-104.35711,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",17275.25,30912.5,47108.25,1,16,2051.45773200969,2086.2980771207,2081.39844878732,748.87665625,900.95836875,16,187.002870849603,0.831403695431186,1.1,165.763078631795,2452.21666666667,886.516666666667,564.883333333333,1397.53333333333,1919.15,670.7,429.933333333333,1060.91666666667,1201.15,465.2,311.266666666667,747.533333333333,270.6,0,177.066666666667,142.4,126.8,115.266666666667,75.5333333333333,120.9,113.133333333333,91.8666666666667,58.6333333333333,80.3666666666667,1679.36666666667,742,470.4,1152.5
"05123351560000",5033,417.4988,738.6289,20340,35134,57145,2989.72250770812,3143.91772238115,3323.99213372665,"DENVER BASIN","COLORADO","WELD",40.17636597,-104.751974022,40.19003,-104.74759,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",18733,32681.9333333333,51591.1333333333,2,15,3846.6780307799,3887.9124235677,4026.39940024511,774.6904,564.296593333333,15,243.770192580877,0.732359223271575,1.1,276.538057963777,2817.67333333333,1185.84,742.853333333333,1775.88666666667,1988.5,782.766666666667,489.466666666667,1189.46666666667,1097.5,531.893333333333,384.253333333333,863.486666666667,259.466666666667,229.933333333333,188.6,168.9,172.2,152.033333333333,148.866666666667,127.066666666667,124.2,117.966666666667,108.266666666667,107.333333333333,2386.5,1289.1,770.833333333333,1890.76666666667
"05123362360000",6863,634.9216,1103.122,8672,35025,63841,1895.27446300716,1998.13313420098,2065.41949683148,"DENVER BASIN","COLORADO","WELD",40.101622961,-104.643032033,40.08189,-104.64102,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",21034.9375,38958.5625,61416.6875,3,16,2363.85591004845,2352.81113797735,2471.70469361826,800.95803125,641.83501875,15,348.548148040505,0.942442764529864,1.1,223.890107134912,3773.55333333333,1378.34,717.006666666667,1931.4,2101.43333333333,671.466666666667,309.433333333333,902.466666666667,1489.70666666667,368.246666666667,73.1466666666667,395.74,349.166666666667,275.766666666667,253.5,202.6,132.466666666667,190.566666666667,141.133333333333,152,141.766666666667,123.8,116.666666666667,110.6,2466.66666666667,925.7,587.9,1463.76666666667
"05123333520000",4911,533.2317,289.8605,8876,14249,19821,2963.07237813885,2130.08890968648,1906.22261174408,"DENVER BASIN","COLORADO","WELD",40.524436049,-104.338666034,40.53624,-104.35417,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","BONANZA CREEK",10717.15625,22419.5625,34125.84375,6,32,2221.15222368017,2249.60196399926,2075.36263778536,710.353415625,916.60846875,28,131.39697040802,0.999074303174323,1.1,31.558304994928,2191.48,826.176666666667,471.14,1201.95666666667,1511.98333333333,516.483333333333,281.583333333333,723.35,661.93,306.346666666667,145.846666666667,406.12,135.4,78.3,52.5333333333333,48.2666666666667,41.9,34.9,30.5333333333333,28.7333333333333,25.8333333333333,23.8333333333333,20.3333333333333,22.7,675.933333333333,201.933333333333,135.5,340.7
"05123336890000",4127,523.9152,559.3929,35662,50169,61445,814.688183807439,907.039204682113,910.059057023913,"DENVER BASIN","COLORADO","WELD",40.740330004,-103.896659983,40.74237,-103.88047,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","VERDAD",27398.6666666667,46602.5333333333,66517.2,6,15,1245.17576008114,1260.9260594092,1291.15045379418,546.478273333333,773.90532,15,490.707441562102,0.999584390383946,1.1,142.043388822633,3718.92666666667,1162.42,808.213333333333,2084.23333333333,2545.76666666667,735.166666666667,471.783333333333,1292.68333333333,1827.38,209.86,125.853333333333,375.173333333333,487.466666666667,344.066666666667,201.366666666667,202,80.2,7.06666666666667,16.7,52.5,96.4333333333333,92.8,110.366666666667,92.5333333333333,2205.86666666667,804.433333333333,415.4,1208.4
"05123337080000",2806,1063.902,572.0607,31598,51571,69911,1517.12463585544,1705.71565802113,1853.75979206527,"DENVER BASIN","COLORADO","WELD",40.50274997,-104.411990018,40.501,-104.3956,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",30218.9523809524,52212.7619047619,80911.4761904762,3,21,1835.67568552547,1680.5546511861,1754.95460199457,673.387036666667,885.26393,21,428.492117287611,0.996091935463337,1.1,163.1480503695,5109.36666666667,1885.56666666667,1241.98,3334.60666666667,3197.8,934.433333333333,531.333333333333,1564.73333333333,1425.56666666667,327.7,124.433333333333,485.526666666667,423.366666666667,270.633333333333,229.366666666667,246.9,189.5,150.5,128.2,131.966666666667,0,108.133333333333,92.5333333333333,98.6333333333333,2670.96666666667,498,177.466666666667,736.733333333333
