"API","LATERAL_LENGTH_BLEND","PROP_PER_FOOT","WATER_PER_FOOT","OIL_CUM_3MOS","OIL_CUM_6MOS","OIL_CUM_12MOS","GOR_30","GOR_60","GOR_90","BasinName","StateName","CountyName","LatWGS84","LonWGS84","BottomHoleLatitude","BottomHoleLongitude","CongMeridianName","formation_alias","operator_alias","OIL_CUM_3MOS_NEIGH","OIL_CUM_6MOS_NEIGH","OIL_CUM_12MOS_NEIGH","case","neighbors_count","GOR_30_NEIGH","GOR_60_NEIGH","GOR_90_NEIGH","WATER_PER_FOOT_NEIGH","PROP_PER_FOOT_NEIGH","neigh_count","my_qi","my_di","my_b","p10rawcurve_seg1","p10rawcurve_seg2","p10rawcurve_seg3","p10rawcurve_seg4","p50rawcurve_seg1","p50rawcurve_seg2","p50rawcurve_seg3","p50rawcurve_seg4","p90rawcurve_seg1","p90rawcurve_seg2","p90rawcurve_seg3","p90rawcurve_seg4","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12"
"05123371930000",3628,1172.915,860.4678,12715,21533,31445,9064.82643245504,9102.58334226605,9205.95265633434,"DENVER BASIN","COLORADO","WELD",40.411640978,-104.526248985,40.41307,-104.50922,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",16238.5454545455,25605.9090909091,34851.3636363636,2,11,5157.28641579564,5398.44063763585,5652.67775889708,793.273354545455,1044.52137272727,11,1497.21898335379,0.832413536740368,1.1,14314.6333333333,8806.8,6184.63333333333,15856.2333333333,10691.7333333333,6347.93333333333,4287.43333333333,11247.6333333333,7452.8,4468.5,2690.83333333333,7624.96666666667,1444.93333333333,1385.66666666667,1149.13333333333,1107.63333333333,966.933333333333,859.766666666667,693.666666666667,740.033333333333,677.6,567.633333333333,583.033333333333,456.166666666667
"05123362630000",3916,620.1099,448.2398,28678,50077,73754,1222.45493780147,1269.1369708441,1254.22185430463,"DENVER BASIN","COLORADO","WELD",40.744478458,-103.904118038,40.75658,-103.90461,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",26867.9166666667,46379.75,66275.5833333333,3,12,1217.56239143652,1279.03201690764,1321.77304296431,553.945658333333,780.483541666667,12,600.112022642593,0.914144955569978,1.1,5704.39333333333,2746.23666666667,2330.20666666667,4841.58666666667,4171.96666666667,1450.98333333333,923.366666666667,2226.43333333333,2850.88666666667,394.483333333333,90.0133333333333,416.123333333333,642.033333333333,520.2,352.866666666667,347.533333333333,366.5,297.1,188.933333333333,216.433333333333,194.566666666667,226.3,198.633333333333,186.666666666667
"05123364690000",4183,976.0697,490.8412,19052,30845,45767,1591.30759186719,1600.84245998315,1646.28455714034,"DENVER BASIN","COLORADO","WELD",40.407395727,-104.219047854,40.39511,-104.21825,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","BONANZA CREEK",18597.6153846154,29489,41381.9230769231,3,13,2061.85866201017,2021.47653256075,2018.49965065325,539.560661538462,916.867453846154,11,414.619989479683,0.724674929858135,1.1,5407.2,2771.5,1584.06666666667,4427.03333333333,3405.5,1313.33333333333,880.466666666667,2232.8,2122.96666666667,438.933333333333,216.666666666667,660.733333333333,568.733333333333,381.366666666667,296.466666666667,244.8,196.233333333333,153.333333333333,306.066666666667,240.133333333333,261.2,215.7,176.9,223.333333333333
"05123368700000",6639,592.6256,829.1655,23923,33744,60673,3105.32825880114,3284.59996749905,3215.90363549077,"DENVER BASIN","COLORADO","WELD",40.153757965,-104.709324975,40.13243,-104.7074,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",17082.8947368421,32000.6315789474,53613.2631578947,3,19,3530.4598388669,3610.7461478713,3690.77562773555,873.916357894737,729.107836842105,19,810.417023697273,0.346982306034594,1.1,13096.66,8245.77333333333,6825.04666666667,15340.58,9310.56666666667,5355.26666666667,4410.93333333333,9942.9,6663.66,2759.06,2594.75333333333,5395.93333333333,1087.9,933.333333333333,434.966666666667,527.133333333333,103.6,963,963.566666666667,920.233333333333,813.966666666667,726.566666666667,711.133333333333,647.566666666667
"05123368180000",4039,437.7286,831.2507,18075,25847,34252,4015.4698981565,4016.07355934583,4506.77731673582,"DENVER BASIN","COLORADO","WELD",40.117123446,-104.740458169,40.12968,-104.73834,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",22936.0714285714,39282.8571428571,56591.1428571429,2,14,2879.63836672631,3295.71293269502,3440.63669053176,881.064664285714,624.781464285714,14,823.689206419684,0.508915694346744,1.1,15093.74,10035.87,7423.61333333333,16671.4466666667,12552.2166666667,7852.26666666667,5515.1,12729.6666666667,7987.79666666667,2353.76,1899.62,4013.02333333333,1038.26666666667,868.966666666667,808.1,645,736,672.2,392.5,0,448.866666666667,582.4,532.566666666667,511.833333333333
"05123363790000",3961,1012.112,787.1238,21742,36318,53321,5390.17552413457,5731.35563987582,5888.58775992904,"DENVER BASIN","COLORADO","WELD",40.394997989,-104.507233034,40.39834,-104.49005,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",19591.0434782609,31212.2608695652,43478.0434782609,3,23,4452.67510733103,4664.10212221333,4899.20352767507,743.2683,1024.17204347826,23,1219.96245246324,0.611917075675972,1.1,17407.12,10533.82,6133.52,16215.3266666667,12824.9,6793.63333333333,4331.98333333333,11012.1833333333,6423.35333333333,1304.32,862.166666666667,2176.52,1474.03333333333,1295.16666666667,1214.23333333333,0,991.433333333333,953.6,834.6,785.066666666667,744.8,691,685.533333333333,606.766666666667
"05123367780000",3864,473.9243,666.3858,20582,32514,48024,2288.23114869626,2488.49814912744,2752.79370323584,"DENVER BASIN","COLORADO","WELD",40.157830006,-104.758629981,40.14679,-104.75928,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","CRESTONE PEAK",18039,31394.4,50315.65,6,20,3089.71506770162,3222.42539738058,3379.35613502869,759.980235,680.175335,20,643.339864724536,0.437560815880206,1.1,12210.5066666667,8049.92666666667,6334.74333333333,14642.6366666667,8299.16666666667,4822.96666666667,4232.1,9254.98333333333,4643.72666666667,2889.15,2407.11,5399.79666666667,649.4,605.466666666667,633.733333333333,486.4,598.433333333333,571.533333333333,528.366666666667,496.633333333333,472.2,492.333333333333,458.233333333333,436.033333333333
"05123362260000",4730,540.1949,826.8827,19794,39162,63050,3222.97756628144,4105.04201680672,3683.80910873829,"DENVER BASIN","COLORADO","WELD",40.117492285,-104.711521032,40.13143,-104.71357,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",21781.7333333333,38001.8333333333,56131.3666666667,3,30,2970.38493732535,3274.99526142661,3397.50571759115,929.423556666667,651.12659,30,1010.56772977782,0.527452421792097,1.1,15211.28,10059.7333333333,7285.79,16550.53,12447.6166666667,7522.53333333333,4907.45,11746.55,8997.35333333333,1252.84666666667,890.516666666667,2022.47333333333,1106.23333333333,782.633333333333,928.633333333333,945.433333333333,970.7,852,761.533333333333,738.866666666667,660.866666666667,646.133333333333,571.5,536.033333333333
"05123366780000",4026,739.5248,553.2008,17685,30654,43698,1261.92223037417,1386.69215147533,1464.62775569208,"DENVER BASIN","COLORADO","WELD",40.742919866,-103.923355724,40.75654,-103.92267,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",28058.4615384615,49033.7692307692,70341.7692307692,3,13,1214.72498910438,1282.76190559542,1316.06624412038,555.225238461538,794.958115384615,12,339.178533304016,0.697687919044633,1.1,5379.68666666667,2431.23666666667,2095.52666666667,4420.17333333333,4029.31666666667,1511.15,935.35,2400.38333333333,2771.99333333333,593.89,15.4833333333333,574.256666666667,401.333333333333,372.533333333333,306.833333333333,294.533333333333,245.833333333333,30.3333333333333,102.333333333333,202.733333333333,171.433333333333,156.2,164.8,153.533333333333
"05123366730000",4162,896.1635,660.8009,9049,18745,33592,2191.99057714959,2882.41067923047,1828.93137363245,"DENVER BASIN","COLORADO","WELD",40.517749759,-104.356297958,40.51509,-104.3384,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",11700.2380952381,24576.0952380952,37682.380952381,1,21,2026.0080843549,2120.89987218908,1923.86740279496,730.997919047619,942.392552380952,21,239.213785574959,0.621723465271002,1.1,5279.86666666667,3393.73333333333,2048.82666666667,5329.66666666667,3112.23333333333,1839.5,1070.15,2845.35,1233.8,692.866666666667,463.066666666667,1150.40666666667,372.2,117.233333333333,62.2333333333333,235.7,327.566666666667,211.166666666667,0,217.6,191,104.1,89.9,11.1
"05123374700000",3529,748.2913,545.2084,16807,25168,35422,831.959122053187,1003.62674726105,1064.12930135558,"DENVER BASIN","COLORADO","WELD",40.782685972,-103.86197199,40.78104,-103.87608,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",18750.3529411765,32667.6470588235,49269.1176470588,2,17,1302.97667598386,1334.89033112612,1292.13150095915,534.062505882353,731.618076470588,17,223.309056963116,0.943565479362529,1.1,3976.22,2171.40333333333,1819.40666666667,3916.41,1883.1,875.283333333333,725.166666666667,1581.23333333333,900.2,277.453333333333,179.076666666667,441.77,238.8,203.966666666667,169.533333333333,24.0333333333333,114.2,84.0333333333333,55.5333333333333,68.1,49.9666666666667,98.8333333333333,48.6666666666667,117.333333333333
"05123361390000",4147,365.7213,676.3232,10512,17330,26401,4085.79023682939,4167.32310199647,4164.21568627451,"DENVER BASIN","COLORADO","WELD",40.161878197,-104.667907842,40.17328,-104.67011,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",13298.5,24792.4375,39848.25,3,16,4133.12669780145,4197.45709156322,4295.19880120502,697.0512625,487.78401875,14,447.826803517021,0.612496602605645,1.1,10298.6733333333,5495.03,4909.81333333333,11131.95,7114.18333333333,3682.83333333333,3315.26666666667,7484.13333333333,5514.02333333333,2725.11333333333,2259.7,5292.67,563.566666666667,459.233333333333,336.4,324.3,310.8,294.366666666667,294.9,262.833333333333,247.566666666667,208.166666666667,246.066666666667,232.633333333333
"05123362390000",6837,414.0853,924.1425,20222,40498,61840,2131.77349906572,2112.35170969993,2073.36690699612,"DENVER BASIN","COLORADO","WELD",40.101561966,-104.64578896,40.08189,-104.64454,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",21832.3076923077,38135.6153846154,55221.5384615385,2,13,2553.70802725265,2633.86273496486,2788.36859469795,798.778061538462,668.3901,13,614.820591783417,0.363751507121103,1.1,10420.2333333333,6039.28,4986.05333333333,11551.0133333333,8649.8,4544.93333333333,1913.6,6845.76666666667,6614.10666666667,2423.39333333333,6.06666666666667,2585.62,874.666666666667,638.833333333333,394.066666666667,484.233333333333,493.833333333333,492.333333333333,532.4,554.9,539.733333333333,508.033333333333,470.333333333333,465.666666666667
"05123363080000",4087,528.9832,844.3846,2783,8620,14334,8957.42869306088,9423.79710831951,10339.9006338873,"DENVER BASIN","COLORADO","WELD",40.20509998,-104.741645026,40.21634,-104.74285,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",15887.6,28242.88,43435.32,3,25,5427.81948040125,5451.97602451298,5633.27220033137,720.129372,643.442384,25,730.651677031162,0.848610584259973,1.1,14781.32,7829.54,5803.26333333333,13423.3966666667,12128.1666666667,5770.06666666667,4447.05,10100.05,7982.90666666667,3864.34,3151.89333333333,6926.52,701.366666666667,623.933333333333,686.5,654.266666666667,5.46666666666667,326.4,391.933333333333,367.266666666667,593.7,421.733333333333,409,231.1
"05123371390000",4548,1091.523,753.4222,16690,26814,39791,2588.60831162949,3095.81543577664,3370.62974734687,"DENVER BASIN","COLORADO","WELD",40.460999571,-104.43148322,40.46227,-104.41364,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",24629.6153846154,40185.5384615385,59830.9230769231,3,13,2356.52842405147,2650.96473066181,2591.26671944046,722.893438461538,980.847230769231,13,826.143635856953,0.941693781205683,1.1,10688.7066666667,6628.54,3503.69666666667,9934.25333333333,6586.33333333333,3726.9,1239.95,4845.25,4049.20666666667,2660.45333333333,520.16,3003.92666666667,762,727.5,596.133333333333,489.6,488.7,130.533333333333,463.366666666667,399,287.3,198.266666666667,275.666666666667,325.466666666667
"05123375420000",3541,731.3031,540.3824,7964,19215,38328,1095.50561797753,1362.0159803319,1428.25711142543,"DENVER BASIN","COLORADO","WELD",40.768654724,-103.861683826,40.7693,-103.87596,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",12049.4166666667,22559.5833333333,37805.9166666667,1,12,1358.00198870272,1452.46912208771,1469.03715010631,542.635633333333,727.891866666667,12,356.969485110151,0.957624308721403,1.1,2912.32,1683.62666666667,1266.06666666667,3207.67333333333,1922.26666666667,832.766666666667,572.833333333333,1513.65,1087.70333333333,313.673333333333,175.466666666667,530.89,357.5,307.3,244,188.066666666667,146.533333333333,131.933333333333,111.533333333333,95.6333333333333,112.066666666667,105.233333333333,117.9,100.8
"05123371530000",4084,519.7158,852.0274,25819,43312,61535,2014.96336290012,2059.80971541137,2308.83864337102,"DENVER BASIN","COLORADO","WELD",40.117391626,-104.731380149,40.12974,-104.73035,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",24267.8181818182,42134.2727272727,63685,3,11,2666.05143160043,2773.10961077872,3001.6773323892,874.735063636364,605.173218181818,9,788.04342661447,0.411336619575824,1.1,14621.8533333333,10056.1266666667,7906.14,17208.5333333333,12026.4,8274.56666666667,6214.21666666667,13792.6166666667,9764.65333333333,4654.36,3317.40666666667,7539.74,870.8,767.366666666667,758.1,647.933333333333,620.833333333333,641.966666666667,593.466666666667,608.7,574.633333333333,572.066666666667,569.133333333333,430.533333333333
"05123370790000",4727,845.9767,726.308,20378,33023,50025,2209.13090001189,2211.86775553214,2569.65225466928,"DENVER BASIN","COLORADO","WELD",40.490947988,-104.375093963,40.4872,-104.39426,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",17083.25,30529.1875,46868.875,1,16,2118.76399089199,2153.43328253298,2088.36312776997,743.223125,899.7733,16,560.393539229777,0.617346310331467,1.1,7295.21666666667,4108.21666666667,2706.86666666667,7328.98333333333,5075.01666666667,2799.81666666667,1853.05,5003.06666666667,2892.15,1944.2,1050.95,3235.73333333333,619.366666666667,500.133333333333,540.666666666667,431.066666666667,390.3,332.666666666667,387.9,445.366666666667,363.533333333333,346.133333333333,176.333333333333,140.233333333333
"05123372830000",4127,842.626,577.9984,34764,50242,72189,2216.56779358159,1668.50474480636,1477.72667331382,"DENVER BASIN","COLORADO","WELD",40.740370004,-103.896669982,40.74006,-103.88029,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","VERDAD",27458.5333333333,46597.6666666667,65800.9333333333,6,15,1151.71711942953,1210.16169006758,1253.30594604152,545.237906666667,752.657933333333,15,1001.76095935728,0.999999899388259,1.1,5628.49333333333,2656.40666666667,2158.83666666667,4584.22666666667,4064.96666666667,1550.66666666667,1086.68333333333,2487.56666666667,2344.37333333333,450.913333333333,124.763333333333,507.35,1033.73333333333,267.366666666667,230.366666666667,208.966666666667,203.2,195.066666666667,78.6666666666667,0,184.433333333333,159.366666666667,140.133333333333,148.9
"05123371380000",4314,1144.715,797.2862,15462,25824,35965,2923.29279700655,3596.30818619583,3504.32214765101,"DENVER BASIN","COLORADO","WELD",40.461101172,-104.431483419,40.46408,-104.41367,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",24724.0769230769,40261.6923076923,60125.2307692308,3,13,2330.78346363785,2612.46528832187,2580.98268864784,719.519284615385,976.755538461538,13,874.619314083267,0.964549162193043,1.1,10678.3266666667,6628.54,3503.69666666667,9934.25333333333,6701.2,3685.46666666667,1239.95,4803.81666666667,4030.48666666667,2604.68666666667,520.08,2956.76,833.333333333333,809.7,532.566666666667,431.333333333333,454.833333333333,126.133333333333,370.266666666667,356.6,335.866666666667,298.1,242.5,225
"05123361820000",9275,968.869,735.3355,36018,74113,118845,1710.47376012426,1714.63002378866,1634.56953642384,"DENVER BASIN","COLORADO","WELD",40.492398034,-104.412545979,40.49245,-104.44827,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",33216.5882352941,56592.9411764706,87504.1176470588,2,17,1888.59792347294,1714.09446335663,1806.12192921084,676.438339411765,885.064148823529,17,1171.61232968709,0.852214567123431,1.1,17079.8133333333,11077.6133333333,6737.03,18633.93,9320.23333333333,5270.53333333333,2698.85,8432.31666666667,4315.04,1888.20666666667,243.986666666667,2289.20666666667,1027.76666666667,798.2,642.233333333333,837.633333333333,842.833333333333,958.833333333333,773.633333333333,768.333333333333,819.566666666667,794.166666666667,722.7,769.433333333333
"05123368170000",4251,453.3734,862.6961,24393,37297,41610,3302.51745292998,3406.47570082017,3785.37242693183,"DENVER BASIN","COLORADO","WELD",40.117122646,-104.740672779,40.12957,-104.74092,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",22484.7857142857,38465,56065.5714285714,2,14,2930.56354138535,3339.25563687543,3492.16561123204,878.818564285714,623.663978571429,14,1177.994608614,0.998262089714045,1.1,15093.74,10035.87,7431.31333333333,16689.1466666667,12507.3166666667,7874.55,5536.93333333333,12774.4166666667,8560.75666666667,5458.41333333333,3943.51,8813.12,1040.73333333333,814.433333333333,860.333333333333,758.4,822.666666666667,748.4,168.366666666667,0,0,0,40.7666666666667,45.0333333333333
"05123365020000",3866,1102.086,846.2065,18484,26744,34514,3695.49877044798,4724.02887590237,4896.18048041549,"DENVER BASIN","COLORADO","WELD",40.408341973,-104.507258026,40.40925,-104.49007,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",20208.9285714286,32823.7142857143,46020.5,2,14,4286.19379169772,4393.63462007874,4578.37033162064,734.886278571429,1014.54477142857,14,1064.9273113756,0.875353490385549,1.1,17538.8466666667,10476.6933333333,6246.12,16285.5833333333,12433.3,6795.88333333333,4604.65,11339.4333333333,5267.04333333333,1006.44666666667,626.176666666666,1704.55333333333,1152.13333333333,1138.23333333333,726.333333333333,655.466666666667,615,121.8,492.5,626.933333333333,460.266666666667,393.866666666667,0,0
"05123372200000",4125,984.8257,543.1368,16191,22729,30143,2734.86877343331,2778.68411617067,2550.2607184241,"DENVER BASIN","COLORADO","WELD",40.461927598,-104.317487246,40.46416,-104.30056,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","HIGHPOINT",11619.4545454545,17873.4545454545,26190.1818181818,6,11,2873.36964013093,2744.55091256481,2713.39574904115,518.977026363636,848.412208181818,10,686.552282232668,0.999999901257319,1.1,5849.97333333333,2804.01333333333,1300.41333333333,4178.46,3606.65,1563.96666666667,724.816666666667,2322.01666666667,1490.00666666667,604.626666666667,234.756666666667,861.63,680.8,352.5,140.5,125,183.5,28.2333333333333,0,77.6,287.2,193,163.033333333333,58.6666666666667
"05123367030000",4537,758.1457,644.9832,12180,19100,28565,2429.87278152976,2321.58287509819,2255.75349797385,"DENVER BASIN","COLORADO","WELD",40.603694958,-104.066655037,40.58948,-104.06606,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","RED HAWK PETROLEUM LLC",17059.4,26292.6,37265.2,6,10,2234.21079070702,2543.85812618708,2258.92064402876,545.81444,737.91906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.7,272.4,195.333333333333,32.5333333333333,150.5,150.433333333333,121.8,61.4333333333333,53.9666666666667,146.833333333333,147.7,129.133333333333
"05123375470000",3327,747.4213,543.0659,11636,22394,41700,1486.02102437933,1671.43163462226,1766.65352778873,"DENVER BASIN","COLORADO","WELD",40.770617702,-103.861702307,40.77032,-103.87603,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",11743.4166666667,22294.6666666667,37524.9166666667,1,12,1325.45903816924,1426.68448423019,1440.83744874271,542.412008333333,726.548683333333,12,402.581541452018,0.935909399813776,1.1,2864.21,1602.78,1201.5,3061.92333333333,1920.1,839,547.3,1490.55,1087.70333333333,313.673333333333,175.466666666667,530.89,442.933333333333,336.566666666667,266.3,202.133333333333,148.133333333333,154.766666666667,128,113.333333333333,141.766666666667,138.566666666667,142,115.4
"05123362140000",4100,506.9307,788.4012,14512,24645,35695,3428.76246049112,3660.56910569106,3546.86161096829,"DENVER BASIN","COLORADO","WELD",40.118010045,-104.693209985,40.1299,-104.695,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",23711.7894736842,41992.7894736842,63534.1052631579,3,19,2895.96977137984,3134.28467202184,3228.0908004013,961.951173684211,680.039694736842,19,813.370415287404,0.638870911903165,1.1,14500.9066666667,9441.5,8187.92,18109.0533333333,10910.3333333333,6675.6,4916.23333333333,11867.2333333333,8652.33333333333,4167.96666666667,838.86,5040.62,940.166666666667,800.8,466.6,498.166666666667,429.633333333333,590.233333333333,562.8,611.7,552.033333333333,574.133333333333,527.5,482.133333333333
"05123362370000",6525,473.4948,797.2188,26816,46860,70109,1935.15069420928,1884.36474765179,1986.83728214869,"DENVER BASIN","COLORADO","WELD",40.101703261,-104.643000831,40.08188,-104.63997,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",21325.0769230769,37646.2307692308,54585.4615384615,2,13,2568.83285839545,2651.40019358395,2795.02471968621,808.541423076923,663.820138461538,13,723.575622643138,0.638328629042701,1.1,10463.0933333333,6047.46666666667,5493.48,12110.8733333333,8723.26666666667,4651.73333333333,2218.43333333333,7287.41666666667,6568.7,2437.26,6.06666666666667,2599.48666666667,761.933333333333,635.7,589.8,538.133333333333,485.4,555.533333333333,479.133333333333,519.866666666667,505.666666666667,485.366666666667,442.966666666667,420.4
"05123361410000",4162,451.9479,750.2216,16791,27568,40050,4077.99128047796,4230.09489380931,4282.65184597062,"DENVER BASIN","COLORADO","WELD",40.162042896,-104.667904641,40.17328,-104.66586,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",17180.4772727273,29978.7727272727,45856.7045454545,3,44,3854.24151306107,4189.69548190701,4518.74483675268,747.460525,516.299025,44,773.732205699532,0.772406602476249,1.1,12260.86,7089.69,6123.44333333333,13508.8333333333,9120.6,4454.15,3384.33333333333,8017.63333333333,5978.46333333333,1732.36,927.646666666667,2671.62,841.833333333333,718.366666666667,597.4,521.466666666667,522.433333333333,455.5,429.9,385.566666666667,321.8,330.766666666667,275.766666666667,357.8
"05123361840000",4528,408.6302,773.3782,15924,31222,52251,3112.25396825397,3501.86593942874,3756.70689927792,"DENVER BASIN","COLORADO","WELD",40.173421047,-104.67696201,40.16023,-104.67386,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",17154.9545454545,30713.1590909091,47624.2727272727,3,44,4151.19106954594,4319.91224814233,4518.25182684516,718.252806818182,544.595568181818,44,839.376559475827,0.696692381966477,1.1,13162.9366666667,7999.54333333333,6622.42666666667,15372.41,9982.03333333333,4868.05,3701.38333333333,9082.65,6578.05666666667,2030.68666666667,1099.06666666667,3315.96,816.966666666667,809.533333333333,749.366666666667,670.533333333333,629.2,582.633333333333,519.233333333333,270.266666666667,372.533333333333,471.133333333333,484.233333333333,448.333333333333
"05123362460000",9573,555.6651,670.3745,32672,61086,93930,1697.94796394553,1680.3631472764,1504.67402013794,"DENVER BASIN","COLORADO","WELD",40.088445035,-104.6282981,40.11549,-104.62851,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",22466.6,39770.4,58227.4,3,15,2487.46935810727,2581.68471175444,2729.88434592334,803.159773333333,645.26392,15,807.80863171624,0.510323208102528,1.1,11092.3933333333,6031.82,5354.02666666667,11958.6466666667,8828.33333333333,4686.86666666667,2748.23333333333,7856.08333333333,6642.32666666667,2534.22,11.7,2718.71333333333,885.366666666667,780.433333333333,421.333333333333,413.233333333333,687.766666666667,599,745.833333333333,781.733333333333,709.166666666667,621.466666666667,568.733333333333,497.033333333333
"05123363570000",4136,888.787,755.2464,12044,23238,34383,3153.95752895753,3514.81413323519,3696.32748860969,"DENVER BASIN","COLORADO","WELD",40.103727163,-104.652633769,40.11552,-104.65334,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",20824.1875,39695.25,63257.8125,3,16,2285.18821842655,2258.01857553772,2369.77294413212,822.70025625,625.96843125,15,618.871800066441,0.56388866474009,1.1,12001.9533333333,7303.42,5509.74666666667,12166.68,8216.66666666667,4460.2,2974.63333333333,7037.43333333333,5646.38,2700.26,589.246666666667,2976.38666666667,653.5,619.8,511.533333333333,525.3,417.433333333333,370.066666666667,426.533333333333,373.433333333333,436.9,425.933333333333,417.2,373.766666666667
"05123367600000",4076,501.7583,770.9419,15664,23859,34966,3117.34837799718,3546.08448822842,3952.31103166496,"DENVER BASIN","COLORADO","WELD",40.139097017,-104.694861973,40.15176,-104.69273,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",21649.3953488372,38213.0697674419,60099.023255814,3,43,3288.46178967043,3612.26985181176,3829.51770605445,871.46538372093,596.520874418605,43,852.013006811594,0.904738815204932,1.1,15107.68,10122.1933333333,9243.08333333333,19185.05,11244.0333333333,6789,5089.3,11705.3,7116.38,2459.08666666667,574.49,2865.54333333333,736.733333333333,679.1,647.8,494.566666666667,515.133333333333,525.766666666667,578.866666666667,478.466666666667,507.6,480.133333333333,430.966666666667,415.233333333333
"05123361400000",4069,588.8101,504.259,12082,20197,30760,5132.6803205699,5302.83950617284,5454.06137184116,"DENVER BASIN","COLORADO","WELD",40.162125295,-104.667899441,40.17327,-104.66719,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",13200.375,24613.25,39575.8125,3,16,4067.69606756767,4126.48731630219,4214.5834458571,707.805275,473.84096875,14,635.260950087706,0.576229512540151,1.1,10298.6733333333,5495.03,4900.17333333333,11122.31,6869.21666666667,3540.73333333333,3176.1,7165.55,5096.24,2485.7,2104.04333333333,4883.12333333333,768.533333333333,663.233333333333,582.6,418.833333333333,461.766666666667,409.4,432.266666666667,397.8,359.033333333333,351.733333333333,278.466666666667,368.566666666667
"05123371470000",4116,950.3179,1570.754,30730,45774,61643,2908.30855891097,3449.97119262531,3359.57438892816,"DENVER BASIN","COLORADO","WELD",40.11738903,-104.733588951,40.12973,-104.73408,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",22196.3125,38115.6875,55248,2,16,2942.48072066223,3282.08758825463,3469.07254299331,818.632475,573.9456875,16,1107.33936546731,0.450912226678926,1.1,14645.4,9702.65,7308.18666666667,16279.8833333333,11959.9833333333,7348.25,5265.25,12025.4333333333,7990.31666666667,3198.28333333333,2336.05666666667,5174.85666666667,1239.13333333333,1156.06666666667,614.866666666667,1011.23333333333,970.3,967.033333333333,878.8,883.4,747.966666666667,750.5,780.3,642.8
"05123371650000",3554,1053.452,915.3426,11715,19434,27785,4982.47576435496,5216.13983671761,5611.29172944255,"DENVER BASIN","COLORADO","WELD",40.420353963,-104.524628039,40.41826,-104.50936,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",15719.7,24192.5,31803.6,1,10,5492.3643053262,5648.35817064108,5848.92335287781,775.96503,1024.15965,10,816.693757218215,0.700250684501827,1.1,11415.3166666667,7166.96,5537.75,11848.4433333333,7961.45,5558.88333333333,3784.16666666667,8715.98333333333,6165.26,3654.69,2589.02333333333,5858.15,890.866666666667,770.3,697.633333333333,668.066666666667,559.266666666667,485.8,419.7,379.9,393.966666666667,299.1,368.833333333333,372.966666666667
