"API","gas_month_1","gas_month_2","gas_month_3","gas_month_4","gas_month_5","gas_month_6","gas_month_7","gas_month_8","gas_month_9","gas_month_10","gas_month_11","gas_month_12","gas_month_13","gas_month_14","gas_month_15","gas_month_16","gas_month_17","gas_month_18","gas_month_19","gas_month_20","gas_month_21","gas_month_22","gas_month_23","gas_month_24","gas_month_25","gas_month_26","gas_month_27","gas_month_28","gas_month_29","gas_month_30","gas_month_31","gas_month_32","gas_month_33","gas_month_34","gas_month_35","gas_month_36","gas_month_37","gas_month_38","gas_month_39","gas_month_40","gas_month_41","gas_month_42","gas_month_43","gas_month_44","gas_month_45","gas_month_46","gas_month_47","gas_month_48","gas_month_49","gas_month_50","gas_month_51","gas_month_52","gas_month_53","gas_month_54","gas_month_55","gas_month_56","gas_month_57","gas_month_58","gas_month_59","gas_month_60","Forecast_type","EUR_GAS_MMCF","gas_month_1_error","gas_month_2_error","gas_month_3_error","gas_month_4_error","gas_month_5_error","gas_month_6_error","gas_month_7_error","gas_month_8_error","gas_month_9_error","gas_month_10_error","gas_month_11_error","gas_month_12_error","gas_month_13_error","gas_month_14_error","gas_month_15_error","gas_month_16_error","gas_month_17_error","gas_month_18_error","gas_month_19_error","gas_month_20_error","gas_month_21_error","gas_month_22_error","gas_month_23_error","gas_month_24_error","gas_month_25_error","gas_month_26_error","gas_month_27_error","gas_month_28_error","gas_month_29_error","gas_month_30_error","gas_month_31_error","gas_month_32_error","gas_month_33_error","gas_month_34_error","gas_month_35_error","gas_month_36_error","gas_month_37_error","gas_month_38_error","gas_month_39_error","gas_month_40_error","gas_month_41_error","gas_month_42_error","gas_month_43_error","gas_month_44_error","gas_month_45_error","gas_month_46_error","gas_month_47_error","gas_month_48_error","gas_month_49_error","gas_month_50_error","gas_month_51_error","gas_month_52_error","gas_month_53_error","gas_month_54_error","gas_month_55_error","gas_month_56_error","gas_month_57_error","gas_month_58_error","gas_month_59_error","gas_month_60_error","gas_month_1_error_percent","gas_month_2_error_percent","gas_month_3_error_percent","gas_month_4_error_percent","gas_month_5_error_percent","gas_month_6_error_percent","gas_month_7_error_percent","gas_month_8_error_percent","gas_month_9_error_percent","gas_month_10_error_percent","gas_month_11_error_percent","gas_month_12_error_percent","gas_month_13_error_percent","gas_month_14_error_percent","gas_month_15_error_percent","gas_month_16_error_percent","gas_month_17_error_percent","gas_month_18_error_percent","gas_month_19_error_percent","gas_month_20_error_percent","gas_month_21_error_percent","gas_month_22_error_percent","gas_month_23_error_percent","gas_month_24_error_percent","gas_month_25_error_percent","gas_month_26_error_percent","gas_month_27_error_percent","gas_month_28_error_percent","gas_month_29_error_percent","gas_month_30_error_percent","gas_month_31_error_percent","gas_month_32_error_percent","gas_month_33_error_percent","gas_month_34_error_percent","gas_month_35_error_percent","gas_month_36_error_percent","gas_month_37_error_percent","gas_month_38_error_percent","gas_month_39_error_percent","gas_month_40_error_percent","gas_month_41_error_percent","gas_month_42_error_percent","gas_month_43_error_percent","gas_month_44_error_percent","gas_month_45_error_percent","gas_month_46_error_percent","gas_month_47_error_percent","gas_month_48_error_percent","gas_month_49_error_percent","gas_month_50_error_percent","gas_month_51_error_percent","gas_month_52_error_percent","gas_month_53_error_percent","gas_month_54_error_percent","gas_month_55_error_percent","gas_month_56_error_percent","gas_month_57_error_percent","gas_month_58_error_percent","gas_month_59_error_percent","gas_month_60_error_percent","gas_year_1_cum_error","gas_year_2_cum_error","gas_year_3_cum_error","gas_year_4_cum_error","gas_year_5_cum_error","gas_year_1_cum_error_percent","gas_year_2_cum_error_percent","gas_year_3_cum_error_percent","gas_year_4_cum_error_percent","gas_year_5_cum_error_percent","FORECAST_NAME"
"05123356080000",620310,599490,491010,604230,526920,525360,393570,379350,409530,372240,284220,365370,351930,330330,276780,278130,262500,250950,234840,208950,234120,226440,220050,212400,225930,218790,209370,212850,223650,226920,245490,221940,229560,213390,200580,184230,181230,232410,144030,0,37200,97860,269370,191580,95880,204870,199440,192750,239970,209280,180000,170430,167730,50010,300,127650,149100,128250,125580,46170,"actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"05123356080000",609343.837391069,588587.824208003,569262.923709454,551224.015018722,534345.085799827,518516.175463282,503640.888406587,489634.356800857,476421.560723622,463935.934460665,452118.203574316,440915.409279452,430280.085788749,420169.563308832,410545.374813069,401372.74896886,392620.174940607,384259.02743511,376263.242462214,368609.0359697,361274.658868796,354240.183065051,347487.314002436,340999.225958324,334760.416925802,328756.580413466,322974.491901336,317401.90803099,312027.476891172,306840.657997101,301831.650760802,296991.330417585,292311.190515671,287783.29119632,283400.21259419,279155.012774999,275041.189702333,271052.646789508,267183.661647589,263428.857688178,259783.178280726,256241.863199697,252800.427127857,249454.640008879,246200.509065909,243034.262323256,239952.333486359,236951.348050905,234028.110525866,231179.592667398,228402.92263134,225695.374961547,223054.361339726,220477.422029903,217962.217957311,215506.52336737,213108.21901568,210765.285844689,208475.799106825,206237.922897695,"arps",51216.4412996479,-10966.1626089308,-10902.1757919975,78252.9237094541,-53005.9849812777,7425.08579982701,-6843.8245367182,110070.888406587,110284.356800857,66891.5607236223,91695.9344606646,167898.203574316,75545.4092794524,78350.0857887494,89839.5633088322,133765.374813069,123242.74896886,130120.174940607,133309.02743511,141423.242462214,159659.0359697,127154.658868796,127800.183065051,127437.314002436,128599.225958324,108830.416925802,109966.580413466,113604.491901336,104551.90803099,88377.4768911715,79920.6579971006,56341.6507608018,75051.3304175847,62751.1905156707,74393.2911963205,82820.2125941899,94925.0127749992,93811.189702333,38642.6467895082,123153.661647589,263428.857688178,222583.178280726,158381.863199697,-16569.5728721434,57874.6400088794,150320.509065909,38164.2623232556,40512.3334863586,44201.3480509054,-5941.88947413364,21899.5926673978,48402.9226313395,55265.3749615473,55324.361339726,170467.422029903,217662.217957311,87856.5233673697,64008.2190156799,82515.2858446887,82895.7991068254,160067.922897695,-0.0176785197867693,-0.0181857508749061,0.159371344187398,-0.0877248481228634,0.0140914859937505,-0.0130269235128639,0.279672963911342,0.29071927455083,0.163337388527391,0.24633552133211,0.590733247393978,0.206764127540445,0.22262974395121,0.271969131804051,0.48329133179084,0.443112030233561,0.495695904535647,0.531217483303887,0.602211047786639,0.764101631824358,0.543117456299317,0.564388725777471,0.579128897988805,0.605457749332975,0.481699716398006,0.502612461325776,0.542601575685802,0.491199943767864,0.39515974465089,0.352197505716114,0.229506907657346,0.338160450651458,0.273354201584208,0.348625948715125,0.412903642407966,0.515252742631489,0.517636096133824,0.166269294735632,0.855055624853076,NA,5.98341877098726,1.61845353770383,-0.061512317155375,0.302091241303264,1.56779838408332,0.186285265403698,0.203130432643194,0.22931957484257,-0.0247609679298814,0.104642549060578,0.268905125729664,0.324270228020579,0.329841777497919,3.4086667072566,725.540726524371,0.688261052623343,0.429297243565928,0.643394041673986,0.660103512556342,3.46692490573305,626346.214835857,2127046.85041761,3178581.07083704,4393085.98820823,5433509.74055358,0.112417656478544,0.245645217405388,0.281996099161179,0.334881241697367,0.369304690304135,6
"05123356080000",100349.005923561,84308.3660253854,72847.838928508,64233.6908349881,57512.6004302722,52116.0268442319,47683.416579982,43974.824106593,40824.2384976613,38113.0633552379,35754.2678331435,33682.5082271419,31847.7478310271,30211.0084255279,28741.4652342068,27414.413842294,26209.8178505575,25111.2522493874,24105.1219996624,23180.0755472483,22326.558715802,21536.4712203831,20802.8992343843,20119.9050315558,19482.3599572092,18885.8106447796,18326.3709928319,17800.6342858067,17305.6012008179,16838.6204424201,16397.3394901346,15979.6635009391,15583.7208309838,15207.8339630819,14850.4948745917,14510.3440726902,14186.1526742963,13876.8070260491,13581.2954532339,13298.6968009765,13028.1704906098,12768.9478620866,12520.3246121266,12281.6541693479,12052.3418734215,11831.8398464525,11619.6424622326,11415.2823334501,11218.3267489356,11028.3745030308,10845.0530675408,10668.0160637671,10496.9409980487,10331.5272292511,10171.4941408992,10016.5794942645,9866.53794180698,9721.13968301176,9580.16924692692,9443.42438765789,"ml",2637.90212560854,-519960.994076439,-515181.633974615,-418162.161071492,-539996.309165012,-469407.399569728,-473243.973155768,-345886.583420018,-335375.175893407,-368705.761502339,-334126.936644762,-248465.732166856,-331687.491772858,-320082.252168973,-300118.991574472,-248038.534765793,-250715.586157706,-236290.182149443,-225838.747750613,-210734.878000338,-185769.924452752,-211793.441284198,-204903.528779617,-199247.100765616,-192280.094968444,-206447.640042791,-199904.18935522,-191043.629007168,-195049.365714193,-206344.398799182,-210081.37955758,-229092.660509865,-205960.336499061,-213976.279169016,-198182.166036918,-185729.505125408,-169719.65592731,-167043.847325704,-218533.192973951,-130448.704546766,13298.6968009765,-24171.8295093902,-85091.0521379134,-256849.675387873,-179298.345830652,-83827.6581265785,-193038.160153547,-187820.357537767,-181334.71766655,-228751.673251064,-198251.625496969,-169154.946932459,-159761.983936233,-157233.059001951,-39678.4727707489,9871.49414089917,-117633.420505736,-139233.462058193,-118528.860316988,-115999.830753073,-36726.5756123421,-0.83822765081401,-0.859366518164798,-0.851636750924608,-0.893693310767443,-0.890851361819115,-0.900799400707645,-0.878843873821729,-0.88407849187665,-0.900314412869237,-0.897611585656464,-0.874202139775021,-0.907812605777316,-0.909505447586091,-0.908542946672939,-0.896157723700387,-0.90143309300581,-0.900153074855019,-0.899935237101465,-0.897355126896345,-0.889064007909795,-0.904636260397223,-0.904891047428091,-0.9054628528317,-0.905273516800585,-0.913768158468511,-0.913680649733628,-0.912468973621666,-0.916370052685897,-0.922621948576714,-0.925794903743962,-0.933205672368998,-0.928000074340186,-0.932114824747413,-0.92873220880509,-0.925962235145121,-0.921237887028767,-0.921722933982804,-0.940291695598085,-0.90570509301372,NA,-0.649780363155652,-0.869518211096602,-0.95351997396842,-0.935892816737927,-0.874297644207118,-0.942247084265864,-0.941738655925428,-0.94077674535175,-0.953251128270469,-0.947303256388423,-0.939749705180329,-0.937405292121298,-0.937417629535273,-0.793410773260327,32.9049804696639,-0.921530908779753,-0.933826036607599,-0.924201639898544,-0.923712619470243,-0.795464059180033,-4900200.15241329,-7686013.41523126,-10097544.620975,-11791703.4653707,-13262785.8818655,-0.879496042862606,-0.887630865297835,-0.895829972796962,-0.898871615263112,-0.901444787356429,6
"05123356140000",592710,365790,485490,449190,392220,387360,338340,272580,205800,173460,242100,223530,218880,192300,202110,221820,278550,312930,15090,145110,294420,215550,194640,255510,236280,195750,196350,119910,56010,3690,21930,83370,29370,38130,43350,34020,99150,40470,34680,32460,38400,4860,3210,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"05123356140000",528596.259900512,488487.44355718,454277.637513008,424739.305581193,398965.256237052,376270.225065279,356126.709981988,338121.895622935,321927.989338875,307281.330720119,293967.385197713,281809.772059055,270662.113857504,260401.894294268,250925.769046284,242145.943138393,233987.341733516,226385.37842072,219284.178551596,212635.15275585,206395.842539971,200528.97918721,195001.711273919,189784.966518024,184852.921427199,180182.55804661,175753.291533341,171546.655673283,167546.036070507,163736.442770771,160104.315670803,156637.35731754,153324.388694426,150155.224383646,147120.564128138,144211.898329138,141421.425429883,138741.979473894,136166.966402653,133690.307884576,131306.391654634,129010.02749924,126796.408150226,124661.074459594,122599.8843171,120608.984848735,118684.787498291,116823.945648467,115023.334484012,113280.032838671,111591.306801157,109954.594884078,108367.494584356,106827.750184878,105333.241665409,103881.974606603,102472.07098469,101101.760766297,99769.3742232886,98473.3348965136,"arps",25861.7439282588,-64113.7400994876,122697.44355718,-31212.362486992,-24450.6944188065,6745.25623705244,-11089.774934721,17786.7099819878,65541.8956229352,116127.989338875,133821.330720119,51867.3851977127,58279.7720590548,51782.1138575036,68101.8942942675,48815.7690462839,20325.9431383928,-44562.6582664836,-86544.62157928,204194.178551596,67525.1527558504,-88024.1574600292,-15021.0208127904,361.711273918772,-65725.0334819756,-51427.0785728011,-15567.44195339,-20596.7084666592,51636.6556732829,111536.036070507,160046.442770771,138174.315670803,73267.3573175397,123954.388694426,112025.224383646,103770.564128138,110191.898329138,42271.4254298829,98271.9794738941,101486.966402653,101230.307884576,92906.391654634,124150.02749924,123586.408150226,121691.074459594,122599.8843171,120608.984848735,118684.787498291,116823.945648467,115023.334484012,113280.032838671,111591.306801157,109954.594884078,108367.494584356,106827.750184878,105333.241665409,103881.974606603,102472.07098469,101101.760766297,99769.3742232886,98473.3348965136,-0.108170505136555,0.335431377449302,-0.0642904333497951,-0.0544328556263642,0.0171976345853155,-0.0286291174481645,0.0525705207246787,0.240450127019353,0.5642759443094,0.771482363196811,0.214239509284233,0.260724609936271,0.236577640065349,0.354144016090835,0.241530696384563,0.0916325991271878,-0.159980823071203,-0.276562239412265,13.5317547085219,0.4653376938588,-0.298974789280719,-0.0696869441558359,0.00185836042909357,-0.25723076780547,-0.217653117372613,-0.0795271619585696,-0.104897929547539,0.430628435270477,1.99135932995013,43.3730197210761,6.30069838900149,0.878821606303703,4.22044224359639,2.93798123219634,2.3937846396341,3.2390328726966,0.426338128390145,2.42826734553729,2.92638311426334,3.1186170019894,2.41943728267276,25.5452731479917,38.5004386760828,40.9734257439712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442001.210774909,603230.482092164,1500242.13613756,2784554.31940486,4060630.59032481,0.107059153841381,0.0903651096388819,0.193989135276217,0.348511900038656,0.508224268611738,6
"05123356140000",131146.490718133,117790.724649607,107003.69689056,98101.4295383736,90624.162321286,84251.1860361193,78751.8201285354,73955.8004339442,69734.6551891159,65989.5834263708,62643.3293426149,59634.5937690367,56914.1029809124,54441.7876216826,52184.7219212343,50115.5940763076,48211.5544068516,46453.3365735082,44824.579086878,43311.2957144526,41901.4579469136,40584.6627580898,39351.8659667567,38195.1665444967,37107.6308445402,36083.1483748054,35116.3126912032,34202.3224419782,33336.8986878186,32516.2154524922,31736.8410938124,30995.6885744412,30289.9730924686,29617.1758293245,28975.0128069538,28361.4080319217,27774.4702521738,27212.4727708827,26673.8358574824,26157.1113735076,25660.9692939555,25184.1858564987,24725.6331132841,24284.269695032,23859.1326261372,23449.330053574,23054.0347725293,22672.4784485476,22303.9464501428,21947.7732177854,21603.3381052919,21270.0616382285,20947.4021412498,20634.852692537,20331.9383688422,20038.21374923,19753.2606495596,19476.6860631516,19208.1202860333,18947.2152077075,"ml",5063.3583940106,-461563.509281867,-247999.275350393,-378486.30310944,-351088.570461626,-301595.837678714,-303108.813963881,-259588.179871465,-198624.199566056,-136065.344810884,-107470.416573629,-179456.670657385,-163895.406230963,-161965.897019088,-137858.212378317,-149925.278078766,-171704.405923692,-230338.445593148,-266476.663426492,29734.579086878,-101798.704285547,-252518.542053086,-174965.33724191,-155288.134033243,-217314.833455503,-199172.36915546,-159666.851625195,-161233.687308797,-85707.6775580218,-22673.1013121814,28826.2154524922,9806.84109381238,-52374.3114255588,919.973092468641,-8512.82417067549,-14374.9871930462,-5658.59196807835,-71375.5297478262,-13257.5272291173,-8006.16414251761,-6302.88862649237,-12739.0307060445,20324.1858564987,21515.6331132841,21314.269695032,23859.1326261372,23449.330053574,23054.0347725293,22672.4784485476,22303.9464501428,21947.7732177854,21603.3381052919,21270.0616382285,20947.4021412498,20634.852692537,20331.9383688422,20038.21374923,19753.2606495596,19476.6860631516,19208.1202860333,18947.2152077075,-0.778734135212611,-0.6779826549397,-0.779596496548724,-0.781603709925925,-0.7689455858414,-0.782499003417701,-0.767240586012486,-0.728682220141081,-0.661153278964451,-0.619568872210476,-0.741250188588951,-0.733214361521779,-0.739975772199779,-0.716891380022452,-0.741800396213773,-0.774070894976523,-0.826919567737025,-0.851553585231495,1.9704823781894,-0.701527836024722,-0.857681346556234,-0.811715784003295,-0.797822308021184,-0.85051400514854,-0.8429506058721,-0.815667185824749,-0.821154506283661,-0.714766721357867,-0.404804522624199,7.81198250745047,0.447188376370833,-0.628215322364866,0.0313235646056738,-0.223257911635864,-0.331602934095644,-0.166331333570792,-0.719874228419831,-0.327589009862053,-0.230858250937647,-0.194174018068157,-0.331745591303243,4.18193124619316,6.70268944339068,7.17652178283904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3088942.5275563,-5079362.40195822,-5749183.77403646,-5704675.84992285,-5458213.04135309,-0.748187030268665,-0.760898452539476,-0.743399456664192,-0.713991250128019,-0.683144223332769,6
"05123356150000",1016880,316740,306780,303600,293160,296730,379440,271590,325890,326610,218820,221100,309270,300270,270420,223920,134010,161040,204780,322830,495120,275340,222060,221550,171960,199830,213720,168000,243570,234150,254610,230130,252120,256830,239340,199590,197910,164790,173280,175380,161970,122340,125490,118290,121410,86310,73020,79920,80370,84660,66780,58980,91980,87570,NA,NA,NA,NA,NA,NA,"actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"05123356150000",989882.683524582,478439.659546913,321110.645608668,243606.291902441,197154.25824123,166081.646061513,143775.12093621,126951.002312841,113790.052468785,103201.229891955,94489.6246960554,87191.181112008,80983.9269560009,75637.3083401126,70981.7992605638,66889.9009886901,63263.8377222222,60027.3444493769,57120.0404643263,54493.4847866648,52108.3539324111,49932.3857986304,47938.8571769971,46105.4397756236,44413.3291635256,42846.57346031,41391.5502153598,40036.5546052786,38771.4722152018,37587.5167726127,36477.0182486051,35433.2503726382,34450.2892507052,33522.8967231782,32646.4235461979,31816.7285675204,31030.1108913815,30283.252656303,29573.1705344977,28897.174437672,28252.8322079728,27637.9393040698,27050.4926754442,26488.668163767,25950.8008870437,25435.3681562645,24940.9745504422,24466.338837862,24010.2824819921,23571.7195120728,23149.6475726657,22743.1399948233,22351.338755118,21973.4482084455,NA,NA,NA,NA,NA,NA,"arps",7554.67012657895,-26997.3164754179,161699.659546913,14330.6456086682,-59993.7080975589,-96005.7417587698,-130648.353938487,-235664.87906379,-144638.997687159,-212099.947531215,-223408.770108045,-124330.375303945,-133908.818887992,-228286.073043999,-224632.691659887,-199438.200739436,-157030.09901131,-70746.1622777778,-101012.655550623,-147659.959535674,-268336.515213335,-443011.646067589,-225407.61420137,-174121.142823003,-175444.560224376,-127546.670836474,-156983.42653969,-172328.44978464,-127963.445394721,-204798.527784798,-196562.483227387,-218132.981751395,-194696.749627362,-217669.710749295,-223307.103276822,-206693.576453802,-167773.27143248,-166879.889108618,-134506.747343697,-143706.829465502,-146482.825562328,-133717.167792027,-94702.0606959302,-98439.5073245558,-91801.331836233,-95459.1991129563,-60874.6318437355,-48079.0254495578,-55453.661162138,-56359.7175180079,-61088.2804879272,-43630.3524273343,-36236.8600051767,-69628.661244882,-65596.5517915545,NA,NA,NA,NA,NA,NA,-0.0265491665441526,0.51051227993595,0.0467131025773134,-0.197607734181683,-0.327485815796049,-0.440293714617621,-0.621086019038029,-0.532563782492579,-0.650832942192811,-0.684023055350555,-0.568185610565508,-0.60564820844863,-0.738144899421215,-0.748102346754212,-0.737512760666505,-0.701277684044792,-0.5279170381149,-0.627251959454937,-0.721066312802391,-0.831200679036444,-0.894756111786211,-0.818651900201095,-0.784117548513928,-0.791896006429142,-0.74172290553893,-0.785584879846319,-0.806328138614263,-0.76168717496858,-0.840820001579826,-0.839472488692664,-0.856733756535073,-0.846029416535705,-0.863357570796822,-0.869474373230626,-0.8635981300819,-0.840589565772231,-0.8432110004983,-0.81623124791369,-0.829333041698421,-0.835231072883613,-0.825567498870329,-0.774089101650566,-0.784441049681694,-0.776070097525006,-0.786254831669189,-0.705302187970519,-0.658436393447792,-0.693864629155881,-0.701253173049743,-0.721571940561389,-0.653344600589013,-0.614392336472986,-0.756997839148532,-0.749075617124067,NA,NA,NA,NA,NA,NA,-1211666.6036968,-3626793.92404518,-5841250.32090404,-7111353.19760132,NA,-0.283275728302356,-0.488921322473888,-0.579385657412768,-0.608749185501457,NA,6
"05123356150000",175631.290299127,148092.244807952,128288.543742745,113333.624718071,101623.925528686,92195.8092769634,84434.5530948277,77929.136777257,72394.094140152,67624.8380873248,63470.8275886317,59818.772357035,56581.7461550117,53691.9148013176,51095.5502111315,48749.5326411657,46618.846733988,44674.7563550879,42893.4525039432,41255.036952251,39742.7480693995,38342.3639732292,37041.7372876847,35830.4287969397,34699.4162692621,33640.8610215511,32647.9192713657,31714.5885450953,30835.5817575843,30006.2233066105,29222.3628112689,28480.3030890083,27776.7396979592,27108.7099305751,26473.5495755449,25868.8560994013,25292.4571606804,24742.3835751965,24216.8460138822,23714.2148443983,23233.0026316698,22771.8488962286,22329.5067970389,21904.8314606304,21496.7697234524,21104.3510913793,20726.6797508255,20362.927491204,20012.3274194737,19674.1683650533,19347.7898880592,19032.5778161652,18727.960245781,18433.4039520471,NA,NA,NA,NA,NA,NA,"ml",4771.96033816045,-841248.709700873,-168647.755192048,-178491.456257255,-190266.375281929,-191536.074471314,-204534.190723037,-295005.446905172,-193660.863222743,-253495.905859848,-258985.161912675,-155349.172411368,-161281.227642965,-252688.253844988,-246578.085198682,-219324.449788868,-175170.467358834,-87391.153266012,-116365.243644912,-161886.547496057,-281574.963047749,-455377.2519306,-236997.636026771,-185018.262712315,-185719.57120306,-137260.583730738,-166189.138978449,-181072.080728634,-136285.411454905,-212734.418242416,-204143.776693389,-225387.637188731,-201649.696910992,-224343.260302041,-229721.290069425,-212866.450424455,-173721.143900599,-172617.54283932,-140047.616424803,-149063.153986118,-151665.785155602,-138736.99736833,-99568.1511037714,-103160.493202961,-96385.1685393696,-99913.2302765476,-65205.6489086207,-52293.3202491745,-59557.072508796,-60357.6725805263,-64985.8316349467,-47432.2101119408,-39947.4221838348,-73252.039754219,-69136.5960479529,NA,NA,NA,NA,NA,NA,-0.827284153194943,-0.532448554625397,-0.581822336062503,-0.62670084084957,-0.653349960674422,-0.689293939686033,-0.777475877359193,-0.713063305801918,-0.777857270428206,-0.792949272565675,-0.709940464360517,-0.72944924307085,-0.817047414378984,-0.821187881568863,-0.811051141886208,-0.782290404424948,-0.65212411958818,-0.722585964014606,-0.790538858756015,-0.872208168533745,-0.919731079194136,-0.860745391249985,-0.833190411205599,-0.838273848806411,-0.798212280360188,-0.831652599601906,-0.847239756357076,-0.811222687231576,-0.873401561121713,-0.871850423631815,-0.885226963547115,-0.876242545130977,-0.889827305656199,-0.894448818554783,-0.889389364186743,-0.87039001904203,-0.872202227473698,-0.849855066598722,-0.860244425127642,-0.864783813180532,-0.856559840515714,-0.81386423985427,-0.822061464682135,-0.814820936168481,-0.822940699090253,-0.7554819709028,-0.716150647071686,-0.745208614974925,-0.750997543617348,-0.767609634242225,-0.710275683017982,-0.677304547030091,-0.796390951883225,-0.789500925521901,NA,NA,NA,NA,NA,NA,-3092502.33958123,-5696594.22510008,-8001969.11372485,-9330183.29428826,NA,-0.722996614620589,-0.767947239479921,-0.793704409304375,-0.79868645574981,NA,6
"05123356280000",722250,529080,416880,0,286020,260490,231300,348870,237450,158580,120270,92580,123240,182460,191040,194880,180390,176640,160920,166710,209430,214950,273780,216300,126900,174360,153330,153840,171510,156750,131100,149370,120060,96360,90840,57270,98730,106290,81450,69780,115320,102930,98100,100260,89100,111360,91530,81360,70470,109620,105990,67890,95850,92310,84390,91230,81600,44340,95070,84900,"actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
